疾病名称	代码	父代码
	未特指的肾绞痛	
未特指的肾绞痛	N23	
肾绞痛	N23.x00	N23
	N25	
	肾小管功能损害所致的疾患	
肾小管功能损害所致的疾患	N25	
肾性骨营养不良	N25.0	N25
肾性骨营养不良	N25.000	N25
肾性佝偻病	N25.001	N25
肾性骨病	N25.002+M90.8*	N25.002+M90
肾性骨软化	N25.003+M90.8*	N25.003+M90
肾性矮小症	N25.004	N25
肾性尿崩症	N25.1	N25
肾性尿崩症	N25.100	N25
肾小管功能损害所致的其他疾患	N25.8	N25
肾小管功能损害所致的其他疾患	N25.800	N25
莱特伍德-奥尔布赖特综合征[Lightwood-Albright综合征]	N25.800x006	N25
继发性肾源性甲状旁腺功能亢进	N25.801	N25
肾小管酸中毒	N25.802	N25
肾小管酸中毒Ⅰ型	N25.803	N25
肾小管酸中毒Ⅱ型	N25.804	N25
肾小管酸中毒Ⅲ型	N25.805	N25
肾小管酸中毒Ⅳ型	N25.806	N25
肾小管功能损害所致未特指的疾患	N25.9	N25
肾小管功能损害所致的疾患	N25.900	N25
	N26	
	未特指的肾挛缩	
未特指的肾挛缩	N26	
肾挛缩	N26.x00	N26
肾小球硬化	N26.x01	N26
肾硬化	N26.x02	N26
	N27	
	原因不明的小肾	
原因不明的小肾	N27	
单侧小肾	N27.0	N27
单侧小肾	N27.000	N27
双侧小肾	N27.1	N27
双侧小肾	N27.100	N27
未特指的小肾	N27.9	N27
小肾	N27.900	N27
	N28	
	肾和输尿管的其他疾患，不可归类在他处者	
肾和输尿管的其他疾患，不可归类在他处者	N28	
肾缺血和肾梗死	N28.0	N28
肾缺血和肾梗死	N28.000	N28
肾梗死	N28.001	N28
肾缺血	N28.002	N28
肾动脉闭塞	N28.003	N28
肾动脉栓塞	N28.004	N28
肾动脉血栓形成	N28.005	N28
肾囊肿	N28.1	N28
肾囊肿	N28.100	N28
单纯性肾囊肿	N28.101	N28
获得性肾囊肿	N28.102	N28
肾和输尿管其他特指的疾患	N28.8	N28
肾和输尿管其他特指的疾患	N28.800	N28
脂蛋白肾病	N28.800x001	N28
囊性肾盂炎	N28.801	N28
肾盂扩张	N28.802	N28
肾盂息肉	N28.803	N28
肾盂瘘	N28.804	N28
肾包膜下积液	N28.805	N28
肾出血	N28.806	N28
肾肥大	N28.807	N28
肾钙化	N28.808	N28
肾瘘	N28.809	N28
肾憩室	N28.810	N28
肾危象	N28.811	N28
肾下垂	N28.812	N28
肾炎性肿物	N28.813	N28
肾盏憩室	N28.814	N28
肾肿物	N28.815	N28
肾周积液	N28.816	N28
失盐综合征	N28.817	N28
游走肾	N28.818	N28
自发性肾破裂	N28.819	N28
囊性肾盂输尿管炎	N28.820	N28
巨输尿管	N28.821	N28
手术后输尿管瘘	N28.822	N28
手术后输尿管粘连	N28.823	N28
输尿管腹壁瘘	N28.824	N28
输尿管坏死	N28.825	N28
输尿管扩张	N28.826	N28
输尿管瘘	N28.827	N28
输尿管囊肿	N28.828	N28
输尿管膨出	N28.829	N28
输尿管破裂	N28.830	N28
输尿管憩室	N28.831	N28
输尿管疝	N28.832	N28
输尿管息肉	N28.833	N28
输尿管炎	N28.834	N28
输尿管直肠瘘	N28.835	N28
囊性输尿管炎	N28.836	N28
被动性肾充血	N28.837	N28
输尿管周围炎	N28.838	N28
肾周围炎	N28.839	N28
肾和输尿管未特指的疾患	N28.9	N28
肾和输尿管的疾患	N28.900	N28
非传染性肝炎相关性肾病	N28.900x004	N28
肾炎性假瘤	N28.900x010	N28
继发性肾损害	N28.900x013	N28
高血压肾损害	N28.900x017	N28
IgG相关性肾病	N28.900x026	N28
肾病	N28.901	N28
输尿管肿物	N28.902	N28
	N29*	
	分类于他处的疾病引起的肾和输尿管的其他疾患	
分类于他处的疾病引起的肾和输尿管的其他疾患	N29*	
肾的晚期梅毒	N29.0*	N29
分类于他处的传染病和寄生虫病引起的肾和输尿管的其他疾患	N29.1*	N29
分类于他处的其他疾病引起的肾和输尿管的其他疾患	N29.8*	N29
	N30	
	膀胱炎	
膀胱炎	N30	
急性膀胱炎	N30.0	N30
急性膀胱炎	N30.000	N30
间质性膀胱炎（慢性）	N30.1	N30
间质性膀胱炎（慢性）	N30.100	N30
其他的慢性膀胱炎	N30.2	N30
慢性膀胱炎，其他的	N30.200	N30
慢性膀胱炎	N30.201	N30
膀胱三角区炎	N30.3	N30
膀胱三角区炎	N30.300	N30
放射性膀胱炎	N30.4	N30
放射性膀胱炎	N30.400	N30
其他的膀胱炎	N30.8	N30
膀胱炎，其他的	N30.800	N30
膀胱炎性病变	N30.800x004	N30
膀胱脓肿	N30.801	N30
钙化性膀胱炎	N30.802	N30
化学性膀胱炎	N30.803	N30
黄色肉芽肿性膀胱炎	N30.804	N30
滤泡性膀胱炎	N30.805	N30
囊性膀胱炎	N30.806	N30
嗜酸细胞性膀胱炎	N30.807	N30
息肉样膀胱炎	N30.808	N30
腺性膀胱炎	N30.809	N30
增生性膀胱炎	N30.810	N30
未特指的膀胱炎	N30.9	N30
膀胱炎	N30.900	N30
膀胱周围炎	N30.901	N30
出血性膀胱炎	N30.902	N30
	N31	
	膀胱神经肌肉功能不良，不可归类在他处者	
膀胱神经肌肉功能不良，不可归类在他处者	N31	
无抑制神经病性膀胱，不可归类在他处者	N31.0	N31
无抑制神经病性膀胱，不可归类在他处者	N31.000	N31
无抑制神经病性膀胱	N31.000x001	N31
反射性神经病性膀胱，不可归类在他处者	N31.1	N31
反射性神经病性膀胱，不可归类在他处者	N31.100	N31
反射性神经病性膀胱	N31.100x001	N31
迟缓性神经病性膀胱，不可归类在他处者	N31.2	N31
迟缓性神经病性膀胱，不可归类在他处者	N31.200	N31
迟缓性神经病性膀胱	N31.200x001	N31
迟缓性运动神经病性膀胱	N31.200x002	N31
迟缓性感觉神经病性膀胱	N31.200x003	N31
自主性神经病性膀胱	N31.200x006	N31
非反射性神经病性膀胱	N31.200x007	N31
膀胱逼尿肌无力	N31.201	N31
膀胱松弛	N31.202	N31
低顺应性膀胱	N31.203	N31
膀胱其他的神经肌肉功能不良	N31.8	N31
膀胱其他的神经肌肉功能不良	N31.800	N31
膀胱未特指的神经肌肉功能不良	N31.9	N31
膀胱的神经肌肉功能不良	N31.900	N31
神经源性膀胱	N31.901	N31
	N32	
	膀胱的其他疾患	
膀胱的其他疾患	N32	
膀胱颈梗阻	N32.0	N32
膀胱颈梗阻	N32.000	N32
膀胱颈挛缩	N32.001	N32
膀胱颈狭窄	N32.002	N32
女性前列腺病	N32.004	N32
膀胱肠瘘	N32.1	N32
膀胱肠瘘	N32.100	N32
膀胱小肠瘘	N32.101	N32
膀胱结肠瘘	N32.102	N32
膀胱乙状结肠瘘	N32.103	N32
膀胱直肠瘘	N32.104	N32
膀胱瘘，不可归类在他处者	N32.2	N32
膀胱瘘，不可归类在他处者	N32.200	N32
膀胱腹壁瘘	N32.201	N32
膀胱输尿管瘘	N32.202	N32
膀胱尿道瘘	N32.203	N32
膀胱会阴瘘	N32.204	N32
膀胱憩室	N32.3	N32
膀胱憩室	N32.300	N32
膀胱憩室炎	N32.301	N32
非创伤性膀胱破裂	N32.4	N32
非创伤性膀胱破裂	N32.400	N32
膀胱其他特指的疾患	N32.8	N32
膀胱其他特指的疾患	N32.800	N32
膀胱假憩室	N32.800x003	N32
膀胱颈部充血	N32.800x008	N32
膀胱痉挛	N32.800x009	N32
膀胱无菌性坏死	N32.800x012	N32
膀胱粘膜脱垂	N32.800x014	N32
后天性膀胱外翻	N32.800x019	N32
膀胱白斑	N32.801	N32
膀胱瘢痕	N32.802	N32
膀胱出血	N32.803	N32
膀胱钙化	N32.804	N32
膀胱过度活动症	N32.805	N32
膀胱溃疡	N32.806	N32
膀胱扩张	N32.807	N32
膀胱挛缩	N32.808	N32
膀胱囊肿	N32.809	N32
膀胱软斑病	N32.810	N32
膀胱纤维化	N32.811	N32
膀胱小梁形成	N32.812	N32
膀胱硬化	N32.813	N32
膀胱黏膜不典型增生	N32.814	N32
男性膀胱疝	N32.815	N32
膀胱未特指的疾患	N32.9	N32
膀胱疾患	N32.900	N32
膀胱颈肿物	N32.900x002	N32
膀胱肿物	N32.901	N32
	N33*	
	分类于他处的疾病引起的膀胱疾患	
分类于他处的疾病引起的膀胱疾患	N33*	
结核性膀胱炎	N33.0*	N33
分类于他处的其他疾病引起的膀胱疾患	N33.8*	N33
	N34	
	尿道炎和尿道综合征	
尿道炎和尿道综合征	N34	
尿道脓肿	N34.0	N34
尿道脓肿	N34.000	N34
尿道腺脓肿	N34.000x005	N34
尿道旁腺脓肿	N34.001	N34
尿道球腺脓肿	N34.002	N34
非特异性尿道炎	N34.1	N34
非特异性尿道炎	N34.100	N34
非淋球菌性尿道炎	N34.101	N34
非性病性尿道炎	N34.102	N34
其他的尿道炎	N34.2	N34
尿道炎，其他的	N34.200	N34
尿道溃疡	N34.200x003	N34
尿道口溃疡	N34.200x004	N34
尿路软斑症	N34.200x006	N34
绝经后尿道炎	N34.201	N34
尿道口炎	N34.202	N34
尿道球腺炎	N34.203	N34
急性尿道炎	N34.204	N34
慢性尿道炎	N34.205	N34
未特指的尿道综合征	N34.3	N34
尿道综合征	N34.300	N34
	N35	
	尿道狭窄	
尿道狭窄	N35	
创伤后尿道狭窄	N35.0	N35
创伤后尿道狭窄	N35.000	N35
分娩后尿道狭窄	N35.000x001	N35
感染后尿道狭窄，不可归类在他处者	N35.1	N35
感染后尿道狭窄，不可归类在他处者	N35.100	N35
感染后尿道狭窄	N35.100x001	N35
其他的尿道狭窄	N35.8	N35
尿道狭窄，其他的	N35.800	N35
未特指的尿道狭窄	N35.9	N35
尿道狭窄	N35.900	N35
针孔状尿道口	N35.901	N35
	N36	
	尿道的其他疾患	
尿道的其他疾患	N36	
尿道瘘	N36.0	N36
尿道瘘	N36.000	N36
假尿道通道	N36.000x007	N36
尿道直肠瘘	N36.001	N36
尿道会阴瘘	N36.002	N36
创伤后尿道瘘	N36.003	N36
手术后尿道会阴瘘	N36.004	N36
手术后尿道直肠瘘	N36.005	N36
尿道憩室	N36.1	N36
尿道憩室	N36.100	N36
尿道肉阜	N36.2	N36
尿道肉阜	N36.200	N36
尿道息肉	N36.201	N36
尿道粘膜脱垂	N36.3	N36
尿道黏膜脱垂	N36.300	N36
男性尿道膨出	N36.301	N36
尿道脱垂	N36.302	N36
尿道其他特指的疾患	N36.8	N36
尿道其他特指的疾患	N36.800	N36
精阜肥大	N36.801	N36
尿道白斑	N36.802	N36
尿道瘢痕	N36.803	N36
尿道出血	N36.804	N36
尿道梗阻	N36.805	N36
尿道囊肿	N36.806	N36
尿道旁管囊肿	N36.807	N36
尿道旁腺囊肿	N36.808	N36
尿道肉芽肿	N36.809	N36
未特指的尿道疾患	N36.9	N36
尿道疾患	N36.900	N36
尿道肿物	N36.901	N36
	N37*	
	分类于他处的疾病引起的尿道疾患	
分类于他处的疾病引起的尿道疾患	N37*	
分类于他处的疾病引起的尿道炎	N37.0*	N37
分类于他处的疾病引起的其他尿道疾病	N37.8*	N37
	N39	
	泌尿系统的其他疾患	
泌尿系统的其他疾患	N39	
部位未特指的泌尿道感染	N39.0	N39
泌尿道感染	N39.000	N39
无症状性菌尿	N39.001	N39
未特指的持续性蛋白尿	N39.1	N39
持续性蛋白尿	N39.100	N39
未特指的直立性蛋白尿	N39.2	N39
直立性蛋白尿	N39.200	N39
压力性尿失禁	N39.3	N39
压力性尿失禁	N39.300	N39
女性压力性尿失禁	N39.300x002	N39
其他特指的尿失禁	N39.4	N39
尿失禁，其他特指的	N39.400	N39
充盈性尿失禁	N39.401	N39
创伤后尿失禁	N39.402	N39
混合性尿失禁	N39.403	N39
解剖性尿失禁	N39.404	N39
紧迫性尿失禁	N39.405	N39
泌尿系统其他特指的疾患	N39.8	N39
泌尿系统其他特指的疾患	N39.800	N39
心肾综合征	N39.800x001	N39
泌尿系统未特指的疾患	N39.9	N39
泌尿系统疾患	N39.900	N39
	N40	
	前列腺增生	
前列腺增生	N40	
前列腺增生	N40.x00	N40
前列腺结节	N40.x01	N40
	N41	
	前列腺炎性疾病	
前列腺炎性疾病	N41	
急性前列腺炎	N41.0	N41
急性前列腺炎	N41.000	N41
慢性前列腺炎	N41.1	N41
慢性前列腺炎	N41.100	N41
肉芽肿性前列腺炎	N41.101	N41
前列腺脓肿	N41.2	N41
前列腺脓肿	N41.200	N41
前列腺膀胱炎	N41.3	N41
前列腺膀胱炎	N41.300	N41
其他前列腺炎性疾病	N41.8	N41
前列腺炎性疾病,其他的	N41.800	N41
未特指的前列腺炎性疾病	N41.9	N41
前列腺炎性疾病	N41.900	N41
前列腺炎	N41.900x001	N41
化脓性前列腺炎	N41.900x002	N41
	N42	
	前列腺的其他疾患	
前列腺的其他疾患	N42	
前列腺结石	N42.0	N42
前列腺结石	N42.000	N42
前列腺充血和出血	N42.1	N42
前列腺充血和出血	N42.100	N42
前列腺充血	N42.101	N42
前列腺出血	N42.102	N42
前列腺萎缩	N42.2	N42
前列腺萎缩	N42.200	N42
前列腺发育不良低度不典型增生	N42.3	N42
前列腺不典型增生	N42.300	N42
前列腺低级别不典型增生	N42.301	N42
前列腺其他特指的疾患	N42.8	N42
前列腺其他特指的疾患	N42.800	N42
前列腺瘢痕	N42.801	N42
前列腺囊肿	N42.802	N42
前列腺未特指的疾患	N42.9	N42
前列腺疾患	N42.900	N42
前列腺肿物	N42.901	N42
	N43	
	鞘膜积液和精子囊肿	
鞘膜积液和精子囊肿	N43	
包绕性鞘膜积液	N43.0	N43
包绕性鞘膜积液	N43.000	N43
包绕性睾丸鞘膜积液	N43.001	N43
感染性鞘膜积液	N43.1	N43
感染性鞘膜积液	N43.100	N43
感染性睾丸鞘膜积液	N43.101	N43
其他的鞘膜积液	N43.2	N43
鞘膜积液，其他的	N43.200	N43
创伤后睾丸鞘膜积液	N43.201	N43
未特指的鞘膜积液	N43.3	N43
鞘膜积液	N43.300	N43
睾丸鞘膜积液	N43.301	N43
精索鞘膜积液	N43.302	N43
精子囊肿	N43.4	N43
精子囊肿	N43.400	N43
	N44	
	睾丸扭转	
睾丸扭转	N44	
睾丸扭转	N44.x00	N44
附睾扭转	N44.x01	N44
精索扭转	N44.x02	N44
	N45	
	睾丸炎和附睾炎	
睾丸炎和附睾炎	N45	
睾丸炎、附睾炎和附睾-睾丸炎，伴有脓肿	N45.0	N45
睾丸炎、附睾炎和附睾-睾丸炎，伴有脓肿	N45.000	N45
附睾脓肿	N45.001	N45
睾丸脓肿	N45.002	N45
睾丸炎、附睾炎和附睾-睾丸炎，不伴有脓肿	N45.9	N45
睾丸炎、附睾炎和附睾-睾丸炎，不伴有脓肿	N45.900	N45
附睾精子肉芽肿	N45.901	N45
附睾肉芽肿	N45.902	N45
附睾炎	N45.903	N45
附睾炎性包块	N45.904	N45
睾丸肉芽肿	N45.905	N45
睾丸炎	N45.906	N45
急性附睾炎	N45.907	N45
附睾-睾丸炎	N45.908	N45
	N46	
	男性不育症	
男性不育症	N46	
男性不育症	N46.x00	N46
畸形精子症	N46.x00x007	N46
无精症	N46.x01	N46
少精症	N46.x02	N46
	N47	
	包皮过长、包茎和嵌顿包茎	
包皮过长、包茎和嵌顿包茎	N47	
包皮过长、包茎和嵌顿包茎	N47.x00	N47
包茎	N47.x00x001	N47
包皮过长	N47.x01	N47
包皮嵌顿	N47.x02	N47
包皮粘连	N47.x03	N47
	N48	
	阴茎的其他疾患	
阴茎的其他疾患	N48	
阴茎白斑	N48.0	N48
阴茎白斑	N48.000	N48
阴茎干皱症	N48.000x003	N48
干燥闭塞性龟头炎	N48.001	N48
龟头包皮炎	N48.1	N48
龟头包皮炎	N48.100	N48
包皮溃疡	N48.101	N48
龟头炎	N48.102	N48
阴茎的其他炎性疾患	N48.2	N48
阴茎的其他炎性疾患	N48.200	N48
阴茎蜂窝织炎	N48.201	N48
阴茎海绵体炎	N48.202	N48
阴茎脓肿	N48.203	N48
阴茎炎	N48.204	N48
阴茎异常勃起	N48.3	N48
阴茎异常勃起	N48.300	N48
阴茎痛性勃起	N48.301	N48
器质性原因的阳萎	N48.4	N48
器质性原因的阳痿	N48.400	N48
神经源性勃起功能障碍	N48.400x005	N48
糖尿病性勃起功能障碍	N48.400x006	N48
1型糖尿病性勃起功能障碍	N48.400x007	N48
2型糖尿病性勃起功能障碍	N48.400x008	N48
静脉性阳痿	N48.401	N48
外伤后阳痿	N48.402	N48
血管瘘性阳痿	N48.403	N48
阴茎溃疡	N48.5	N48
阴茎溃疡	N48.500	N48
阴茎海绵体硬结症	N48.6	N48
阴茎海绵体硬结症	N48.600	N48
阴茎其他特指的疾患	N48.8	N48
阴茎其他特指的疾患	N48.800	N48
包皮脓肿	N48.800x005	N48
阴茎水肿	N48.800x009	N48
包皮瘢痕	N48.801	N48
包皮囊肿	N48.802	N48
包皮血肿	N48.803	N48
非感染性阴茎海绵体坏疽	N48.804	N48
后天性阴茎畸形	N48.805	N48
后天性阴茎隐匿	N48.806	N48
泰森腺囊肿	N48.807	N48
阴茎瘢痕	N48.808	N48
阴茎海绵体静脉瘘	N48.809	N48
阴茎瘘	N48.810	N48
阴茎囊肿	N48.811	N48
阴茎萎缩	N48.812	N48
阴茎血栓形成	N48.813	N48
阴茎未特指的疾患	N48.9	N48
阴茎疾患	N48.900	N48
阴茎肿物	N48.901	N48
	N49	
	男性生殖器官炎性疾患，不可归类在他处者	
男性生殖器官炎性疾患，不可归类在他处者	N49	
精囊炎性疾患	N49.0	N49
精囊炎性疾患	N49.000	N49
精囊炎	N49.001	N49
精囊周围炎	N49.002	N49
精索、鞘膜和输精管炎性疾患	N49.1	N49
精索、鞘膜和输精管炎性疾患	N49.100	N49
精索炎	N49.101	N49
鞘膜脓肿	N49.102	N49
鞘膜炎	N49.103	N49
输精管炎	N49.104	N49
阴囊炎性疾患	N49.2	N49
阴囊炎性疾患	N49.200	N49
阴囊蜂窝织炎	N49.201	N49
阴囊坏疽	N49.202	N49
阴囊疖肿	N49.203	N49
阴囊脓肿	N49.204	N49
阴囊炎	N49.205	N49
男性生殖器官其他特指的炎性疾患	N49.8	N49
男性生殖器官其他特指的炎性疾患	N49.800	N49
男性生殖器官未特指的炎性疾患	N49.9	N49
男性生殖器官的炎性疾患	N49.900	N49
	N50	
	男性生殖器官的其他疾患	
男性生殖器官的其他疾患	N50	
睾丸萎缩	N50.0	N50
睾丸萎缩	N50.000	N50
男性生殖器官的血管疾患	N50.1	N50
男性生殖器官的血管疾患	N50.100	N50
精索血肿	N50.100x001	N50
睾丸血肿	N50.101	N50
血精	N50.102	N50
阴囊血肿	N50.103	N50
男性生殖器官其他特指的疾患	N50.8	N50
男性生殖器官其他特指的疾患	N50.800	N50
精索狭窄	N50.800x001	N50
鞘膜狭窄	N50.800x002	N50
外生殖器发育异常	N50.800x012	N50
睾丸间质细胞增生	N50.800x014	N50
非丝虫性睾丸鞘膜乳糜囊肿	N50.800x016	N50
阴囊水肿	N50.800x023	N50
睾丸自发破裂	N50.800x024	N50
男性生殖器皮脂腺囊肿	N50.800x025	N50
精囊结石	N50.800x027	N50
射精管狭窄	N50.800x028	N50
男性更年期综合征	N50.800x038	N50
精液肉芽肿	N50.800x041	N50
小肠阴囊瘘	N50.800x042	N50
膀胱输精管阴囊瘘	N50.801	N50
附睾管扩张	N50.802	N50
附睾囊肿	N50.803	N50
附睾阴囊瘘	N50.804	N50
附睾淤积症	N50.805	N50
附睾肿大	N50.806	N50
睾丸坏死	N50.807	N50
睾丸结节	N50.808	N50
睾丸结石	N50.809	N50
睾丸囊肿	N50.810	N50
睾丸疼痛	N50.811	N50
睾丸纤维化	N50.812	N50
精阜囊肿	N50.813	N50
精囊瘢痕	N50.814	N50
精囊囊肿	N50.815	N50
精索囊肿	N50.816	N50
尿道阴囊瘘	N50.817	N50
鞘膜结石	N50.818	N50
鞘膜囊肿	N50.819	N50
射精管梗阻	N50.820	N50
射精管囊肿	N50.821	N50
输精管梗阻	N50.822	N50
输精管囊肿	N50.823	N50
输精管狭窄	N50.824	N50
阴囊窦道	N50.825	N50
阴囊溃疡	N50.826	N50
阴囊肿大	N50.827	N50
男性生殖器官未特指的疾患	N50.9	N50
男性生殖器官疾患	N50.900	N50
冠状沟肿物	N50.900x005	N50
神经源性射精功能障碍	N50.900x006	N50
神经源性生育功能障碍	N50.900x007	N50
逆向射精症	N50.900x008	N50
睾丸肿物	N50.901	N50
阴囊肿物	N50.902	N50
附睾肿物	N50.903	N50
	N51*	
	分类于他处的疾病引起的男性生殖器官疾患	
分类于他处的疾病引起的男性生殖器官疾患	N51*	
分类于他处的疾病引起的前列腺疾患	N51.0*	N51
分类于他处的疾病引起的睾丸和附睾疾患	N51.1*	N51
分类于他处的疾病引起的龟头炎	N51.2*	N51
分类于他处的疾病引起的男性生殖器官的其他疾患	N51.8*	N51
	N60	
	良性乳腺发育不良	
良性乳腺发育不良	N60	
